what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1363279939150
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1363279939262
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepInto",1363279940578
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepInto",1363279941750
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepInto",1363279942601
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepInto",1363279944078
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepInto",1363279944802
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepInto",1363279945804
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepInto",1363279946850
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepInto",1363279947693
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepInto",1363279948476
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepInto",1363279949422
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1363279952747
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363279959921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363280440691
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363280442260
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363280442771
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363280444076
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363280444491
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1363280449916
closed,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1363280450160
activated,perspective,bndtools.core,2.0.0.REL-20130207-2219-200REL,"bndtools.perspective",1363280468702
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1363280468718
executed,command,,,"bndtools.perspective",1363280468718
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1363280483159
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1363280489479
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1363280510505
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363280515677
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363280525251
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363280530335
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1363280539619
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1363280539642
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363280540344
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363280540564
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363280540625
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1363280546141
started,bundle,org.knopflerfish.eclipse.core.ui,1.2.1,"org.knopflerfish.eclipse.core.ui",1363280546226
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363280546541
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363280559023
